업소명,업종명,소재지도로명주소,위도,경도
귤향촌,민박,제주특별자치도 서귀포시 염돈로28번길 10,33.25247 ,126.49471 
숲속의궁전,민박,제주특별자치도 서귀포시 염돈로28번길 46,33.25426 ,126.49735 
리틀화이트,민박,제주특별자치도 서귀포시 예래 해안로 179-21,33.23616 ,126.38348 
팜힐,민박,제주특별자치도 서귀포시 예래로 107,33.25242 ,126.39640 
사랑소,민박,제주특별자치도 서귀포시 예래로 115,33.25208 ,126.39571 
에스테이하우스,민박,제주특별자치도 서귀포시 예래로 191,33.24611 ,126.39265 
소울,민박,제주특별자치도 서귀포시 예래로 210-6,33.24527 ,126.39128 
아리랑민박,민박,제주특별자치도 서귀포시 예래로 212,33.24477 ,126.39087 
보리솔민박,민박,제주특별자치도 서귀포시 예래로 222,33.24456 ,126.38985 
제주와봄,민박,제주특별자치도 서귀포시 예래로 248,33.24361 ,126.38726 
바닷가돌빌레,민박,제주특별자치도 서귀포시 예래로 253-4,33.24315 ,126.38725 
씨에나,민박,제주특별자치도 서귀포시 예래로 267,33.24212 ,126.38580 
투데이,민박,제주특별자치도 서귀포시 예래로 267-2,33.24230 ,126.38591 
자연의집,민박,제주특별자치도 서귀포시 예래로 295,33.24119 ,126.38342 
이디오라게,민박,제주특별자치도 서귀포시 예래로 411,33.23608 ,126.37412 
아만토브,민박,제주특별자치도 서귀포시 예래로 446,33.25695 ,126.39644 
전원펜션,민박,제주특별자치도 서귀포시 예래로 452-4,33.23573 ,126.36963 
난드르 대평,민박,제주특별자치도 서귀포시 예래로 452-5,33.23561 ,126.36937 
예래기정,민박,제주특별자치도 서귀포시 예래로 452-6,33.23581 ,126.36939 
난드르올레,민박,제주특별자치도 서귀포시 예래로 454,33.23536 ,126.36961 
해피하우스,민박,제주특별자치도 서귀포시 예래로 73,33.25435 ,126.39907 
아일랜드 트리,민박,제주특별자치도 서귀포시 예래로144번길 22,33.24971 ,126.39207 
요셉하우스,민박,제주특별자치도 서귀포시 예래로295번길 26,33.23944 ,126.38002 
제주스럼키즈펜션,민박,제주특별자치도 서귀포시 예래로396번길 13-63,33.23816 ,126.37320 
우주민박,민박,제주특별자치도 서귀포시 예래로396번길 13-63,33.23816 ,126.37320 
함초롬농원,민박,제주특별자치도 서귀포시 예래로396번길 90,33.24340 ,126.37302 
중문오아시스민박,민박,제주특별자치도 서귀포시 예래로68번길 107,33.26285 ,126.39669 
마가렛,민박,제주특별자치도 서귀포시 예래로68번길 11-16,33.25619 ,126.39783 
마담제 게스트하우스,민박,제주특별자치도 서귀포시 예래로68번길 11-8,33.25555 ,126.39786 
행복스케치 민박,민박,제주특별자치도 서귀포시 예래로68번길 44-31,33.25879 ,126.40150 
사랑 스케치,민박,제주특별자치도 서귀포시 예래로68번길 44-33,33.25888 ,126.40161 
느영나영민박,민박,제주특별자치도 서귀포시 예래로83번길 16,33.25266 ,126.39818 
써니빌,민박,제주특별자치도 서귀포시 예래해안로 109-14,33.23539 ,126.37500 
써니빌민박,민박,제주특별자치도 서귀포시 예래해안로 109-14,33.23539 ,126.37500 
이화이언,민박,제주특별자치도 서귀포시 예래해안로 195-10,33.23430 ,126.38360 
선빌리지 6동,민박,제주특별자치도 서귀포시 예래해안로 195-12,33.23435 ,126.38349 
JH하우스,민박,제주특별자치도 서귀포시 예래해안로 195-2,33.23386 ,126.38388 
비전,민박,제주특별자치도 서귀포시 예래해안로 195-3,33.23398 ,126.38363 
더 썬빌리지,민박,제주특별자치도 서귀포시 예래해안로 195-6,33.23429 ,126.38387 
썬빌리지(Sun Village),민박,제주특별자치도 서귀포시 예래해안로 195-8,33.23417 ,126.38379 
제주팡숑예래,민박,제주특별자치도 서귀포시 예래해안로 357,33.24097 ,126.39577 
탐나는쉼터,민박,제주특별자치도 서귀포시 예래해안로 460,33.24845 ,126.39807 
예래,민박,제주특별자치도 서귀포시 예래해안로 527,33.25399 ,126.40044 
제주도파티성산띵까게스트하우스,민박,제주특별자치도 서귀포시 오조로 80번길 10-5,33.46113 ,126.91655 
라온스테이,민박,제주특별자치도 서귀포시 온평서로 28-17,33.41159 ,126.89731 
747게스트하우스,민박,제주특별자치도 서귀포시 온평애향로 69-1,33.40564 ,126.90422 
중문 하늘채민박,민박,제주특별자치도 서귀포시 우남로 2번길 8,33.26449 ,126.39246 
제주락,민박,제주특별자치도 서귀포시 월드컵로 203,33.23160 ,126.50631 
월평아이,민박,제주특별자치도 서귀포시 월평로 16,33.24497 ,126.45967 
36번가,민박,제주특별자치도 서귀포시 월평로 3-6,33.24427 ,126.45849 
월평재,민박,제주특별자치도 서귀포시 월평로12번길 16,33.24391 ,126.46034 
귤낭하우스D,민박,제주특별자치도 서귀포시 이어도로 1028-12,33.24334 ,126.52199 
귤낭하우스25,민박,제주특별자치도 서귀포시 이어도로 1028-12,33.24334 ,126.52199 
귤낭하우스20,민박,제주특별자치도 서귀포시 이어도로 1028-12,33.24334 ,126.52199 
올리브낭,민박,제주특별자치도 서귀포시 이어도로 1028-14,33.24281 ,126.52201 
맨도롱 민박,민박,제주특별자치도 서귀포시 이어도로 1055,33.24579 ,126.52336 
다솜민박,민박,제주특별자치도 서귀포시 이어도로 139,33.24061 ,126.43703 
지삿개풍경,민박,제주특별자치도 서귀포시 이어도로 150,33.23976 ,126.43827 
동산나라,민박,제주특별자치도 서귀포시 이어도로 164,33.23925 ,126.43938 
하이랜드,민박,제주특별자치도 서귀포시 이어도로 244,33.24225 ,126.44533 
뷰티플하우스,민박,제주특별자치도 서귀포시 이어도로 253번길 2,33.24375 ,126.44676 
약천골민박,민박,제주특별자치도 서귀포시 이어도로 303,33.24326 ,126.45197 
개스트하우스 말,민박,제주특별자치도 서귀포시 이어도로 450,33.24165 ,126.46704 
오막살이민박,민박,제주특별자치도 서귀포시 이어도로 531,33.23843 ,126.47445 
바다와섬,민박,제주특별자치도 서귀포시 이어도로 638,33.23389 ,126.48437 
여울목,민박,제주특별자치도 서귀포시 이어도로 693-7,33.23519 ,126.48949 
풍향빌리지,민박,제주특별자치도 서귀포시 이어도로 770,33.23606 ,126.49755 
바다위올레하우스,민박,제주특별자치도 서귀포시 이어도로 826-13,33.23473 ,126.50307 
서건도민박,민박,제주특별자치도 서귀포시 이어도로 826-51,33.23251 ,126.50023 
돌고래하우스,민박,제주특별자치도 서귀포시 이어도로 826-58,33.23273 ,126.49947 
돌고래하우스,민박,제주특별자치도 서귀포시 이어도로 826-58,33.23273 ,126.49947 
가이아,민박,제주특별자치도 서귀포시 이어도로 842-27,33.23434 ,126.50323 
흰고래,민박,제주특별자치도 서귀포시 이어도로1066번길 26,33.24406 ,126.52370 
산수재민박,민박,제주특별자치도 서귀포시 이어도로253번길 38,33.24612 ,126.44789 
청재설헌,민박,제주특별자치도 서귀포시 인정오름로 135-18,33.28915 ,126.57183 
제주혜윰,민박,제주특별자치도 서귀포시 인정오름로 15,33.28563 ,126.58539 
토평마루,민박,제주특별자치도 서귀포시 인정오름로 85번길 76-3,33.28161 ,126.58151 
Alex`s House,민박,제주특별자치도 서귀포시 인정오름로 92-10,33.28786 ,126.57684 
그린 팜파스,민박,제주특별자치도 서귀포시 인정오름로 97,33.28660 ,126.57634 
아담,민박,제주특별자치도 서귀포시 일주동로 8128,33.26100 ,126.61884 
하효일,민박,제주특별자치도 서귀포시 일주동로 8128,33.26100 ,126.61884 
더나은스테이,민박,제주특별자치도 서귀포시 일주동로 8280,33.26094 ,126.60278 
제주궁전,민박,제주특별자치도 서귀포시 일주동로 8924,33.25273 ,126.53729 
서귀포귤림성,민박,제주특별자치도 서귀포시 일주동로 8941,33.25048 ,126.53670 
팜스테이,민박,제주특별자치도 서귀포시 일주동로 8941,33.25048 ,126.53670 
스타민박,민박,제주특별자치도 서귀포시 일주서로 1318-4,33.26559 ,126.37275 
우리민박,민박,제주특별자치도 서귀포시 일주서로 213,33.25016 ,126.48530 
DK하우스,민박,제주특별자치도 서귀포시 일주서로 348,33.25290 ,126.47188 
제주하우스,민박,제주특별자치도 서귀포시 일주서로 428,33.25366 ,126.46327 
라비아,민박,제주특별자치도 서귀포시 일주서로 43번길 8-2,33.24919 ,126.50302 
올레길,민박,제주특별자치도 서귀포시 일주서로 43번길 8-4,33.24907 ,126.50284 
하와이,민박,제주특별자치도 서귀포시 일주서로 43번길 8-6,33.24896 ,126.50264 
허니문펜션,민박,제주특별자치도 서귀포시 일주서로 482,33.25427 ,126.45730 
참조은랜탈하우스,민박,제주특별자치도 서귀포시 일주서로 594번길 117,33.26178 ,126.44262 
더 아름다운 펜션,민박,제주특별자치도 서귀포시 일주서로 632,33.25384 ,126.44206 
여행스케치,민박,제주특별자치도 서귀포시 일주서로 694,33.25553 ,126.43608 
늘푸른명조민박,민박,제주특별자치도 서귀포시 일주서로 777,33.25807 ,126.42724 
세훈빌리지,민박,제주특별자치도 서귀포시 일주서로 778,33.25854 ,126.42773 
삼다민박,민박,제주특별자치도 서귀포시 일주서로 850-3,33.25931 ,126.41977 
편안채,민박,제주특별자치도 서귀포시 일주서로 850-32,33.26102 ,126.41811 
스톤성민박,민박,제주특별자치도 서귀포시 일주서로 866,33.25867 ,126.41819 
아임오케이,민박,제주특별자치도 서귀포시 일주서로 874,33.25861 ,126.41738 
루희네하우스,민박,제주특별자치도 서귀포시 일주서로 912,33.25838 ,126.41334 
제주서프하우스,민박,제주특별자치도 서귀포시 일주서로 914,33.25845 ,126.41311 
구들민박,민박,제주특별자치도 서귀포시 정방연로 34,33.25098 ,126.57783 
하얀풍경,민박,제주특별자치도 서귀포시 중문관광로 16,33.25667 ,126.41477 
홈스위트홈,민박,제주특별자치도 서귀포시 중문관광로 287-10,33.24686 ,126.42901 
에버그린,민박,제주특별자치도 서귀포시 중문관광로 305,33.24754 ,126.42977 
더잠,민박,제주특별자치도 서귀포시 중문로 3-1,33.25222 ,126.42288 
도미니의집,민박,제주특별자치도 서귀포시 중문로 51번길 11,33.25657 ,126.42451 
JM렌탈하우스,민박,제주특별자치도 서귀포시 중문로 67,33.25734 ,126.42639 
비치힐,민박,제주특별자치도 서귀포시 중문로 73,33.25779 ,126.42649 
로드75,민박,제주특별자치도 서귀포시 중문로 75,33.25797 ,126.42655 
올리수 민박,민박,제주특별자치도 서귀포시 중문로5번길 16,33.25317 ,126.42179 
칸델라,민박,제주특별자치도 서귀포시 중문상로 100-17,33.25701 ,126.42947 
제주에코빌라,민박,제주특별자치도 서귀포시 중문상로 207-15,33.26524 ,126.42742 
제주 아티스트,민박,제주특별자치도 서귀포시 중문상로 207-23,33.26580 ,126.42707 
춤추는달,민박,제주특별자치도 서귀포시 중문상로 230-6,33.26752 ,126.43067 
하나,민박,제주특별자치도 서귀포시 중문상로 86,33.25558 ,126.42782 
조가물민박,민박,제주특별자치도 서귀포시 중산간동로 7634번길 20,33.27432 ,126.59726 
그대가,민박,제주특별자치도 서귀포시 중산간동로 7634번길 33-3,33.27570 ,126.59768 
베이스캠프,민박,제주특별자치도 서귀포시 중산간동로 8330번길 32,33.26349 ,126.52527 
로이힐링하우스,민박,제주특별자치도 서귀포시 중산간동로8184번길 12,33.26371 ,126.54265 
서귀산방,민박,제주특별자치도 서귀포시 중산간서로 157번길 74,33.25584 ,126.49777 
조은하우스,민박,제주특별자치도 서귀포시 중산간서로 253-12,33.26003 ,126.48414 
해순,민박,제주특별자치도 서귀포시 중산간서로 261-10,33.26041 ,126.48350 
토랑토랑,민박,제주특별자치도 서귀포시 중산간서로 261-12,33.26020 ,126.48350 
웃음과향기가있는집,민박,제주특별자치도 서귀포시 중산간서로 261-14,33.26006 ,126.48340 
주뜰안펜션,민박,제주특별자치도 서귀포시 중산간서로 261-7,33.26068 ,126.48392 
라포즈,민박,제주특별자치도 서귀포시 중산간서로 459,33.26311 ,126.46579 
글라글라,민박,제주특별자치도 서귀포시 중산간서로 594번길 39,33.26518 ,126.45177 
제이민박,민박,제주특별자치도 서귀포시 중산간서로400번길 74-7,33.26539 ,126.47292 
혜윰별장,민박,제주특별자치도 서귀포시 중산간서로594번길 19-1,33.26342 ,126.45224 
오름이야기,민박,제주특별자치도 서귀포시 중산간서로594번길 35,33.26481 ,126.45180 
늘코삿,민박,제주특별자치도 서귀포시 지장샘로 5-8,33.26530 ,126.55950 
별장서홍,민박,제주특별자치도 서귀포시 지장샘로 85,33.27102 ,126.55729 
제이제이게스트하우스,민박,제주특별자치도 서귀포시 천제연로 103-15,33.25583 ,126.41650 
중문그린힐통나무펜션,민박,제주특별자치도 서귀포시 천제연로 103-36,33.25706 ,126.41836 
문민박,민박,제주특별자치도 서귀포시 천제연로 103-55,33.25708 ,126.41683 
금모래민박,민박,제주특별자치도 서귀포시 천제연로 111,33.25482 ,126.41749 
이어도성,민박,제주특별자치도 서귀포시 천제연로 113,33.25493 ,126.41779 
폭포가있는풍경,민박,제주특별자치도 서귀포시 천제연로 119-13,33.25525 ,126.41907 
스머프 하우스,민박,제주특별자치도 서귀포시 천제연로 127-1,33.25427 ,126.41921 
해성민박,민박,제주특별자치도 서귀포시 천제연로 131-8,33.25442 ,126.41997 
남쪽나라빌,민박,제주특별자치도 서귀포시 천제연로 133-1,33.25411 ,126.41988 
가자남쪽나라,민박,제주특별자치도 서귀포시 천제연로 135,33.25369 ,126.41980 
오르막,민박,제주특별자치도 서귀포시 천제연로 142,33.25317 ,126.42027 
큰머들민박,민박,제주특별자치도 서귀포시 천제연로 208번길 7,33.25084 ,126.42704 
돈델리 민박,민박,제주특별자치도 서귀포시 천제연로 263,33.25150 ,126.43291 
스프링힐,민박,제주특별자치도 서귀포시 천제연로 292,33.25094 ,126.43744 
로즈민박,민박,제주특별자치도 서귀포시 천제연로 292,33.25094 ,126.43744 
올리브,민박,제주특별자치도 서귀포시 천제연로 292,33.25094 ,126.43744 
장원민박,민박,제주특별자치도 서귀포시 천제연로 49,33.25697 ,126.41118 
그린사이드펜션,민박,제주특별자치도 서귀포시 천제연로 51,33.25665 ,126.41145 
꿈에그린,민박,제주특별자치도 서귀포시 천제연로 65,33.25626 ,126.41295 
올레꾼 민박,민박,제주특별자치도 서귀포시 천제연로 83,33.25529 ,126.41475 
해라의성,민박,제주특별자치도 서귀포시 천제연로103-12,33.25574 ,126.41723 
율 민박,민박,제주특별자치도 서귀포시 최영로 18,33.23378 ,126.51300 
제주 아모제,민박,제주특별자치도 서귀포시 최영로 20-1,33.23344 ,126.51273 
해변의집 영빈,민박,제주특별자치도 서귀포시 칠십리로 129,33.24329 ,126.56796 
보금지,민박,제주특별자치도 서귀포시 칠십리로 190,33.24590 ,126.57323 
제주숙소 달이봉봉,민박,제주특별자치도 서귀포시 칠십리로 309-2,33.24794 ,126.58546 
라임오렌지,민박,제주특별자치도 서귀포시 칠십리로 332,33.24621 ,126.58732 
혼디모영,민박,제주특별자치도 서귀포시 칠십리로 392,33.24432 ,126.59321 
Hello JeJu,민박,제주특별자치도 서귀포시 칠십리로 40-2,33.24122 ,126.56128 
숲섬민박,민박,제주특별자치도 서귀포시 칠십리로 407-1,33.24435 ,126.59520 
베터플레이스게스트하우스,민박,제주특별자치도 서귀포시 칠십리로 438-4,33.24312 ,126.59760 
연우네민박,민박,제주특별자치도 서귀포시 칠십리로 510,33.24239 ,126.60506 
스윗보목,민박,제주특별자치도 서귀포시 칠십리로 514,33.24250 ,126.60526 
스윗보목하우스,민박,제주특별자치도 서귀포시 칠십리로 516,33.24261 ,126.60544 
땡큐베리,민박,제주특별자치도 서귀포시 칠십리로 97,33.24114 ,126.56587 
포시즌,민박,제주특별자치도 서귀포시 칠십리로285번길 3,33.24860 ,126.58356 
파인비치,민박,제주특별자치도 서귀포시 칠십리로285번길 3-1,33.24833 ,126.58339 
향림원 펜션,민박,제주특별자치도 서귀포시 칠십리로394번길 8-3,33.24374 ,126.59322 
제주하늘정원,민박,제주특별자치도 서귀포시 칠십리로394번길 8-4,33.24398 ,126.59329 
제주민박 제주잔잔,민박,제주특별자치도 서귀포시 칠십리로485번길 15-17,33.24254 ,126.60101 
제주세끼 게스트하우스,민박,제주특별자치도 서귀포시 칠십리로485번길 7-3,33.24212 ,126.60205 
서귀포통나무집,민박,제주특별자치도 서귀포시 칠십리로503번길 1,33.24234 ,126.60423 
제주이디,민박,제주특별자치도 서귀포시 칠십리로91번길 24,33.24111 ,126.56309 
제주도푸른밤게스트하우스,민박,제주특별자치도 서귀포시 태평로 110,33.24357 ,126.53426 
루나하우스,민박,제주특별자치도 서귀포시 태평로 120번길 26-1,33.24372 ,126.53375 
루멘하우스,민박,제주특별자치도 서귀포시 태평로 205번길 39,33.24672 ,126.54052 
뉴 꿈꾸는 숲,민박,제주특별자치도 서귀포시 태평로 205번길 43-5,33.24724 ,126.53997 
소렌토민박,민박,제주특별자치도 서귀포시 태평로 390-5,33.24410 ,126.56201 
제주사랑,민박,제주특별자치도 서귀포시 태평로 442번길 21,33.24435 ,126.56812 
꿈꾸는 만다린 게스트하우스,민박,제주특별자치도 서귀포시 태평로 536번길17,33.25189 ,126.57610 
바닷가하얀집,민박,제주특별자치도 서귀포시 태평로120번길29-2,33.24154 ,126.53670 
꿈꾸는숲민박,민박,제주특별자치도 서귀포시 태평로205번길 43-7,33.24747 ,126.53994 
쉼터,민박,제주특별자치도 서귀포시 태평로205번길 86-10,33.25015 ,126.54069 
제주랜드,민박,제주특별자치도 서귀포시 태평로92번길 11,33.24293 ,126.53315 
추억여행,민박,제주특별자치도 서귀포시 태평로92번길 21,33.24238 ,126.53233 
스테이빌,민박,제주특별자치도 서귀포시 태평로92번길 22,33.24273 ,126.53183 
해안성,민박,제주특별자치도 서귀포시 태평로92번길 29,33.24179 ,126.53217 
제주캐슬,민박,제주특별자치도 서귀포시 태평로92번길 36,33.24120 ,126.53132 
뉴스토리,민박,제주특별자치도 서귀포시 태평로92번길 39,33.24079 ,126.53185 
에필로그,민박,제주특별자치도 서귀포시 태평로92번길 39-1,33.24079 ,126.53185 
오렌지블루,민박,제주특별자치도 서귀포시 태평로92번길 8,33.24107 ,126.53170 
몬딱쉼터,민박,제주특별자치도 서귀포시 토평로 137,33.24768 ,126.53651 
토평골,민박,제주특별자치도 서귀포시 토평로 19번길 35-2,33.27192 ,126.58656 
둘째네 펜박,민박,제주특별자치도 서귀포시 표선면 가마병풍로 15,33.30810 ,126.80259 
혜정 민박,민박,제주특별자치도 서귀포시 표선면 가마행남로 16-1,33.30563 ,126.80247 
멜로디 민박,민박,제주특별자치도 서귀포시 표선면 가마행남로 16-1,33.30563 ,126.80247 
해비치 민박,민박,제주특별자치도 서귀포시 표선면 가마행남로 16-1,33.30563 ,126.80247 
라봉하우스 민박,민박,제주특별자치도 서귀포시 표선면 가마행남로 16-1,33.30563 ,126.80247 
st.28,민박,제주특별자치도 서귀포시 표선면 가마행남로 28,33.30472 ,126.80358 
트라몬토 민박,민박,제주특별자치도 서귀포시 표선면 가마행남로 38,33.30510 ,126.80464 
헤세드하우스,민박,제주특별자치도 서귀포시 표선면 가마행남로 42,33.30537 ,126.80500 
등대와올레길,민박,제주특별자치도 서귀포시 표선면 가마행남로 50,33.30623 ,126.80539 
해비치풍경,민박,제주특별자치도 서귀포시 표선면 가시로 134,33.35577 ,126.79296 
동훈네집,민박,제주특별자치도 서귀포시 표선면 가시로 219-20,33.33771 ,126.80157 
크라운 민박,민박,제주특별자치도 서귀포시 표선면 가시로 219-21,33.33827 ,126.80212 
크라운 캐슬,민박,제주특별자치도 서귀포시 표선면 가시로 219-24,33.33799 ,126.80211 
캐슬,민박,제주특별자치도 서귀포시 표선면 가시로 219-28,33.33776 ,126.80271 
르방게스트하우스 민박,민박,제주특별자치도 서귀포시 표선면 가시로 338,33.34845 ,126.78699 
샤인빌,민박,제주특별자치도 서귀포시 표선면 가시로 340,33.34990 ,126.78612 
꿈꾸는아이 민박,민박,제주특별자치도 서귀포시 표선면 가시로 343-14,33.34266 ,126.79050 
행복한집 민박,민박,제주특별자치도 서귀포시 표선면 가시로 349-15,33.34266 ,126.79030 
요가 민박,민박,제주특별자치도 서귀포시 표선면 가시로 429,33.34661 ,126.78282 
표선가시리민박,민박,제주특별자치도 서귀포시 표선면 가시로 541-12,33.35162 ,126.77400 
가시리애(愛) 민박,민박,제주특별자치도 서귀포시 표선면 가시로 556,33.35353 ,126.77467 
오늘도소보로,민박,제주특별자치도 서귀포시 표선면 가시로 592번길 25,33.35678 ,126.77562 
본 하우스,민박,제주특별자치도 서귀포시 표선면 가시로 60,33.33271 ,126.81727 
이랑이네,민박,제주특별자치도 서귀포시 표선면 가시로 612-26,33.35882 ,126.77550 
이슬정원,민박,제주특별자치도 서귀포시 표선면 가시로198번길150-20,33.34981 ,126.81083 
시골친구,민박,제주특별자치도 서귀포시 표선면 가시로421번길 1,33.34671 ,126.78364 
애드타임하우스,민박,제주특별자치도 서귀포시 표선면 가시로613번길 53,33.35402 ,126.77204 
제주로가시리 민박,민박,제주특별자치도 서귀포시 표선면 가시로622번길 20-8,33.35922 ,126.77466 
블라제,민박,제주특별자치도 서귀포시 표선면 녹산로 274,33.37928 ,126.74689 
보민이네민박,민박,제주특별자치도 서귀포시 표선면 녹산로 274,33.37928 ,126.74689 
미로객잔,민박,제주특별자치도 서귀포시 표선면 녹산로5번길 116-16,33.36000 ,126.75522 
유채꽃길에 머문시간,민박,제주특별자치도 서귀포시 표선면 녹산로5번길 3,33.36104 ,126.76580 
유채꽃길,민박,제주특별자치도 서귀포시 표선면 녹산로5번길 3,33.36104 ,126.76580 
고팡하우스,민박,제주특별자치도 서귀포시 표선면 돈오름로 158,33.33101 ,126.81446 
빠담빠담게스트하우스,민박,제주특별자치도 서귀포시 표선면 돈오름로 198-4,33.32962 ,126.81827 
표선 휴,민박,제주특별자치도 서귀포시 표선면 돈오름로 57,33.33362 ,126.80497 
AG하우스 민박,민박,제주특별자치도 서귀포시 표선면 돈오름로23번길36-46,33.33560 ,126.80621 
아망뜨,민박,제주특별자치도 서귀포시 표선면 민속해안로 11,33.30601 ,126.80633 
루 하우스,민박,제주특별자치도 서귀포시 표선면 민속해안로 119번길 8,33.30726 ,126.81284 
솔,민박,제주특별자치도 서귀포시 표선면 민속해안로 227-39,33.30889 ,126.82171 
와하하 게스트하우스,민박,제주특별자치도 서귀포시 표선면 민속해안로 317,33.30994 ,126.83086 
나무이야기 하우스,민박,제주특별자치도 서귀포시 표선면 민속해안로 32,33.30442 ,126.80614 
해비치하우스,민박,제주특별자치도 서귀포시 표선면 민속해안로 347,33.31120 ,126.83356 
블루마린,민박,제주특별자치도 서귀포시 표선면 민속해안로 349,33.31135 ,126.83387 
게스트하우스 하얀언덕,민박,제주특별자치도 서귀포시 표선면 민속해안로 351,33.31148 ,126.83403 
힐 민박,민박,제주특별자치도 서귀포시 표선면 민속해안로 351,33.31148 ,126.83403 
해비치 바람의 집,민박,제주특별자치도 서귀포시 표선면 민속해안로 381,33.31251 ,126.83647 
우신 민박,민박,제주특별자치도 서귀포시 표선면 민속해안로 572,33.32495 ,126.84468 
낭구지 민박,민박,제주특별자치도 서귀포시 표선면 민속해안로 585,33.32504 ,126.84329 
커피가게&쉬고가게,민박,제주특별자치도 서귀포시 표선면 민속해안로 593,33.32501 ,126.84234 
블루클리프,민박,제주특별자치도 서귀포시 표선면 민속해안로 633-6,33.32494 ,126.83812 
우리두리게스트하우스,민박,제주특별자치도 서귀포시 표선면 민속해안로119번길 10-1,33.30747 ,126.81274 
푸른섬,민박,제주특별자치도 서귀포시 표선면 민속해안로119번길 17,33.30790 ,126.81253 
애인 민박,민박,제주특별자치도 서귀포시 표선면 번영로 2774-13,33.38836 ,126.78583 
하늘정원,민박,제주특별자치도 서귀포시 표선면 번영로 2774-15,33.38852 ,126.78593 
일효정 놀멍쉬멍,민박,제주특별자치도 서귀포시 표선면 번영로 2774-21,33.38856 ,126.78684 
수스테이 민박,민박,제주특별자치도 서귀포시 표선면 번영로 2800,33.41130 ,126.78193 
리본 민박,민박,제주특별자치도 서귀포시 표선면 번영로 3100,33.36920 ,126.81290 
심야 민박,민박,제주특별자치도 서귀포시 표선면 번영로 3361-20,33.34885 ,126.82716 
전통한옥 초가집,민박,제주특별자치도 서귀포시 표선면 번영로2528,33.40606 ,126.77715 
비야돌체 민박,민박,제주특별자치도 서귀포시 표선면 번영로2774-17,33.38867 ,126.78599 
타이스토리,민박,제주특별자치도 서귀포시 표선면 서성일로 118-32,33.39722 ,126.80767 
제주타이펜션,민박,제주특별자치도 서귀포시 표선면 서성일로 118-32,33.39722 ,126.80767 
타이,민박,제주특별자치도 서귀포시 표선면 서성일로 118-32,33.39722 ,126.80767 
별다락 민박,민박,제주특별자치도 서귀포시 표선면 서성일로27번길 12,33.39453 ,126.79970 
리니,민박,제주특별자치도 서귀포시 표선면 성읍민속로149번길 1,33.39021 ,126.79784 
세미민박,민박,제주특별자치도 서귀포시 표선면 성읍이리로 57번길22,33.41510 ,126.77380 
나무랑,민박,제주특별자치도 서귀포시 표선면 성읍이리로 85,33.41152 ,126.77454 
늘좋은성읍돌담집,민박,제주특별자치도 서귀포시 표선면 성읍정의현로136번길 5-7,33.39387 ,126.79719 
쉬고팡 민박,민박,제주특별자치도 서귀포시 표선면 성읍정의현로33번길 7,33.38565 ,126.80069 
엘까사 민박,민박,제주특별자치도 서귀포시 표선면 세성로 12-24,33.32558 ,126.79993 
하늘아래,민박,제주특별자치도 서귀포시 표선면 세성로 123-24,33.31515 ,126.80093 
세화부엉이 민박,민박,제주특별자치도 서귀포시 표선면 세성로 261,33.32827 ,126.79806 
세화의 집,민박,제주특별자치도 서귀포시 표선면 세성로 303,33.33136 ,126.79784 
더쉼팡 민박,민박,제주특별자치도 서귀포시 표선면 세성로 67-10,33.31199 ,126.80309 
스마트제주민박,민박,제주특별자치도 서귀포시 표선면 세성로 67-28,33.31170 ,126.80379 
봄봄하우스,민박,제주특별자치도 서귀포시 표선면 세성로 67-30,33.31184 ,126.80374 
올댓민박,민박,제주특별자치도 서귀포시 표선면 세성로 67-6,33.31207 ,126.80343 
행운클로버,민박,제주특별자치도 서귀포시 표선면 세화강왓로 65,33.32452 ,126.79379 
소망 민박,민박,제주특별자치도 서귀포시 표선면 세화강왓로85번길 45,33.32558 ,126.79993 
간세다리,민박,제주특별자치도 서귀포시 표선면 세화로 162번길 13,33.31809 ,126.79158 
패밀리 민박,민박,제주특별자치도 서귀포시 표선면 원님로652번길 211,33.34458 ,126.77221 
하우스느렁테,민박,제주특별자치도 서귀포시 표선면 일주동로 5662,33.33982 ,126.84420 
유명펜션,민박,제주특별자치도 서귀포시 표선면 일주동로 5756-39,33.33752 ,126.83578 
로그빌리지,민박,제주특별자치도 서귀포시 표선면 일주동로 5944,33.32695 ,126.82087 
꿈에그린하우스,민박,제주특별자치도 서귀포시 표선면 일주동로 6061-15,33.31561 ,126.82057 
지니하우스,민박,제주특별자치도 서귀포시 표선면 일주동로 6138,33.31066 ,126.81506 
일출봉 민박,민박,제주특별자치도 서귀포시 표선면 일주동로 6474,33.30768 ,126.78014 
지운 민박,민박,제주특별자치도 서귀포시 표선면 일주동로5645번길 22,33.33931 ,126.84614 
솔로 게스트하우스 앤 두루두루,민박,제주특별자치도 서귀포시 표선면 일주동로5645번길 6,33.34043 ,126.84551 
모들스파 민박,민박,제주특별자치도 서귀포시 표선면 일주동로5661번길 37,33.33713 ,126.84643 
모다 민박,민박,제주특별자치도 서귀포시 표선면 일주동로5661번길 37,33.33713 ,126.84643 
엔젤민박,민박,제주특별자치도 서귀포시 표선면 일주동로5756-39,33.33752 ,126.83578 
표선 민박,민박,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-10,33.30557 ,126.80118 
세화 민박,민박,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-11,33.30605 ,126.80124 
