업소명,업종명,소재지도로명주소,위도,경도
제주다온재,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 121-3,33.45448 ,126.90655 
제주희동이네,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 121-5,33.45460 ,126.90657 
성산스테이,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 121-7,33.45473 ,126.90661 
콩이네민박,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 121-9,33.45487 ,126.90663 
공감하우스,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,33.45431 ,126.90715 
비다시공이,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,33.45431 ,126.90715 
김군,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,33.45431 ,126.90715 
트윈즈하우스,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,33.45431 ,126.90715 
재미있게,민박,제주특별자치도 서귀포시 성산읍 산성효자로40번길 28,33.45268 ,126.90675 
느리게 가는 구름,민박,제주특별자치도 서귀포시 성산읍 삼달로 126,33.37001 ,126.86259 
귤밭민박,민박,제주특별자치도 서귀포시 성산읍 삼달로 193번길 27-41,33.37038 ,126.84954 
ZeZuZip,민박,제주특별자치도 서귀포시 성산읍 삼달로 235-17,33.37026 ,126.86033 
여울목,민박,제주특별자치도 서귀포시 성산읍 삼달로 28-1,33.36961 ,126.86605 
삼달리참꽃네,민박,제주특별자치도 서귀포시 성산읍 삼달로 66,33.37105 ,126.86221 
엘리시움,민박,제주특별자치도 서귀포시 성산읍 삼달로 76,33.37150 ,126.86110 
코토우라,민박,제주특별자치도 서귀포시 성산읍 삼달로163번길 34,33.37213 ,126.85079 
먼집,민박,제주특별자치도 서귀포시 성산읍 삼달신풍로 127-37,33.37362 ,126.83935 
삼달다방,민박,제주특별자치도 서귀포시 성산읍 삼달신풍로 95-24,33.37231 ,126.83910 
삼달재,민박,제주특별자치도 서귀포시 성산읍 삼달하동로 20,33.36782 ,126.87033 
달리9,민박,제주특별자치도 서귀포시 성산읍 삼달하동로18번길 9,33.36726 ,126.86993 
지우네,민박,제주특별자치도 서귀포시 성산읍 삼달하동로32번길 4,33.36692 ,126.87093 
수산리 민박집,민박,제주특별자치도 서귀포시 성산읍 서성일로 1000,33.44223 ,126.88576 
수산리 677,민박,제주특별자치도 서귀포시 성산읍 서성일로 1009번길 8-3,33.44435 ,126.88644 
Sosweet,민박,제주특별자치도 서귀포시 성산읍 서성일로 1010번길 38-28,33.44022 ,126.88656 
저스트인,민박,제주특별자치도 서귀포시 성산읍 서성일로 1139,33.44570 ,126.90046 
제주블루앤씨,민박,제주특별자치도 서귀포시 성산읍 서성일로 188-18,33.40278 ,126.81466 
제주도성산일출봉기차펜션,민박,제주특별자치도 서귀포시 성산읍 서성일로 314,33.40919 ,126.82549 
제주기차펜션,민박,제주특별자치도 서귀포시 성산읍 서성일로 316,33.40934 ,126.82574 
별빛마을,민박,제주특별자치도 서귀포시 성산읍 서성일로 506-15,33.41822 ,126.84404 
패리앤하우스,민박,제주특별자치도 서귀포시 성산읍 서성일로 747번길 31-7,33.43436 ,126.86172 
돌담성산하우스,민박,제주특별자치도 서귀포시 성산읍 서성일로 793,33.43526 ,126.86567 
화성민박,민박,제주특별자치도 서귀포시 성산읍 서성일로 818-48,33.43624 ,126.87212 
편운산장,민박,제주특별자치도 서귀포시 성산읍 서성일로 898-38,33.43745 ,126.87518 
블랙롯지,민박,제주특별자치도 서귀포시 성산읍 서성일로 991번길 25,33.44488 ,126.88492 
컨트리팜,민박,제주특별자치도 서귀포시 성산읍 서성일로1010번길 63,33.43897 ,126.89159 
이든하우스,민박,제주특별자치도 서귀포시 성산읍 서성일로1047번길 32,33.44411 ,126.88836 
성산펜션,민박,제주특별자치도 서귀포시 성산읍 서성일로1105번길 50-7,33.44593 ,126.90209 
성산힐하우스,민박,제주특별자치도 서귀포시 성산읍 서성일로1105번길 50-9,33.44586 ,126.90193 
뱅디가름게스트하우스,민박,제주특별자치도 서귀포시 성산읍 서성일로1222번길 17,33.44572 ,126.90984 
드림인제주,민박,제주특별자치도 서귀포시 성산읍 서성일로747번길 5-8,33.43297 ,126.86215 
리하우스,민박,제주특별자치도 서귀포시 성산읍 서성일로747번길 8,33.43261 ,126.86268 
비자곶,민박,제주특별자치도 서귀포시 성산읍 서성일로991번길 22-6,33.44394 ,126.88567 
코지게스트하우스,민박,제주특별자치도 서귀포시 성산읍 섭지코지로 51,33.43799 ,126.92172 
오야스미 제주,민박,제주특별자치도 서귀포시 성산읍 섭지코지로 54,33.43764 ,126.92173 
노낭게스트하우스,민박,제주특별자치도 서귀포시 성산읍 섭지코지로 62,33.43712 ,126.92208 
김인식민박,민박,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12,33.44011 ,126.91998 
김경문민박,민박,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12,33.44011 ,126.91998 
선동열민박,민박,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12,33.44011 ,126.91998 
백록베이스볼타운,민박,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12,33.44011 ,126.91998 
푸른하늘 은하수,민박,제주특별자치도 서귀포시 성산읍 섭지코지로46번길 5,33.43794 ,126.92099 
성산포 바다향,민박,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,33.47008 ,126.93070 
해바라기,민박,제주특별자치도 서귀포시 성산읍 성산등용로 10-1,33.46494 ,126.93338 
1915지오,민박,제주특별자치도 서귀포시 성산읍 성산등용로 14,33.46522 ,126.93313 
쏠레 민박,민박,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,33.47012 ,126.93014 
그리운바다성산포민박,민박,제주특별자치도 서귀포시 성산읍 성산등용로 96-11,33.46964 ,126.93102 
둥지민박,민박,제주특별자치도 서귀포시 성산읍 성산등용로 96-5,33.47003 ,126.93063 
토마토 하우스,민박,제주특별자치도 서귀포시 성산읍 성산등용로 96-7,33.46985 ,126.93059 
성산민박,민박,제주특별자치도 서귀포시 성산읍 성산등용로17번길 5-12,33.46451 ,126.93295 
성산포사랑,민박,제주특별자치도 서귀포시 성산읍 성산중앙로 30-4,33.46230 ,126.93296 
성산일출봉콘도민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로 34,33.46271 ,126.93314 
도시락게스트하우스,민박,제주특별자치도 서귀포시 성산읍 성산중앙로 48,33.46390 ,126.93419 
고궁게스트민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로 54,33.46422 ,126.93463 
우리 민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로 59-2,33.46484 ,126.93474 
일조 민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로 60,33.46460 ,126.93492 
해룡 민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로 70-2,33.46522 ,126.93536 
제주도성산일출봉게스트하우스파티코시롱,민박,제주특별자치도 서귀포시 성산읍 성산중앙로37번길 1,33.46319 ,126.93307 
만나민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 14,33.46290 ,126.93474 
정여사게스트하우스,민박,제주특별자치도 서귀포시 성산읍 성산중앙로64번길 15,33.46390 ,126.93537 
스타민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-1,33.46465 ,126.93558 
일출썬펜션,민박,제주특별자치도 서귀포시 성산읍 성산중앙로65번길 6-2,33.46549 ,126.93453 
파란민박,민박,제주특별자치도 서귀포시 성산읍 성산중앙로65번길 7,33.46533 ,126.93417 
프로젝트비,민박,제주특별자치도 서귀포시 성산읍 수산서남로 18-9,33.44669 ,126.88413 
해뜰펜션,민박,제주특별자치도 서귀포시 성산읍 수산서남로 27,33.44649 ,126.88218 
마낭,민박,제주특별자치도 서귀포시 성산읍 수산서남로 38-10,33.44771 ,126.88073 
다붓,민박,제주특별자치도 서귀포시 성산읍 수산서남로 38-13,33.44774 ,126.88025 
공감,민박,제주특별자치도 서귀포시 성산읍 수산서남로 75,33.44729 ,126.87748 
보라,민박,제주특별자치도 서귀포시 성산읍 수산서남로79번길 114-15,33.44567 ,126.86555 
구구민박,민박,제주특별자치도 서귀포시 성산읍 수산서남로79번길 116,33.44455 ,126.86578 
더썸플러스수산,민박,제주특별자치도 서귀포시 성산읍 수송로 35-116,33.44228 ,126.85114 
뜰안,민박,제주특별자치도 서귀포시 성산읍 수송로 35-120,33.44175 ,126.85124 
A,민박,제주특별자치도 서귀포시 성산읍 수송로 35-16,33.44144 ,126.85904 
용눈이펜션,민박,제주특별자치도 서귀포시 성산읍 수시로 51,33.44940 ,126.88751 
클로버비앤비,민박,제주특별자치도 서귀포시 성산읍 시흥상동로 109,33.47821 ,126.89584 
솔게스트하우스성산,민박,제주특별자치도 서귀포시 성산읍 시흥상동로 130,33.47996 ,126.89728 
달콤제주,민박,제주특별자치도 서귀포시 성산읍 시흥상동로 20,33.47158 ,126.90084 
강태여할망민박,민박,제주특별자치도 서귀포시 성산읍 시흥상동로 74,33.47566 ,126.89753 
여름에,민박,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 23-1,33.47350 ,126.89671 
가을에,민박,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 27-1,33.47330 ,126.89659 
우도행,민박,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 27-14,33.47241 ,126.89677 
앙끄레게스트하우스,민박,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 31,33.47319 ,126.89632 
성산게스트하우스킴스캐빈,민박,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54,33.47449 ,126.88714 
도로시게스트하우스,민박,제주특별자치도 서귀포시 성산읍 시흥상동로68번길 26-1,33.47710 ,126.89689 
일벤토,민박,제주특별자치도 서귀포시 성산읍 시흥상동로77번길 9,33.47513 ,126.89649 
진이민박,민박,제주특별자치도 서귀포시 성산읍 시흥하동로 60,33.47415 ,126.90534 
페퍼민트라운지,민박,제주특별자치도 서귀포시 성산읍 시흥하동로55번길 14-1,33.47284 ,126.90474 
동도리동하우스,민박,제주특별자치도 서귀포시 성산읍 시흥하동로55번길 16,33.47256 ,126.90492 
무명화가의 집,민박,제주특별자치도 서귀포시 성산읍 시흥하동로55번길 23-5,33.47154 ,126.90511 
힐링의 섬집,민박,제주특별자치도 서귀포시 성산읍 신고로22번길 17,33.43737 ,126.91889 
해안사구 섭지코지 송이 민박집,민박,제주특별자치도 서귀포시 성산읍 신고로22번길 19,33.43729 ,126.91907 
바글바글제주,민박,제주특별자치도 서귀포시 성산읍 신고로22번길 3,33.43777 ,126.91752 
히든하우스,민박,제주특별자치도 서귀포시 성산읍 신산중앙로 18번길 5-3,33.37946 ,126.87766 
제인이네,민박,제주특별자치도 서귀포시 성산읍 신산중앙로 42,33.37805 ,126.87885 
제주좋아라,민박,제주특별자치도 서귀포시 성산읍 신산중앙로18번길 40,33.37738 ,126.87464 
분홍담장집,민박,제주특별자치도 서귀포시 성산읍 신산중앙로27번길 14,33.37994 ,126.87946 
몸둘곳,민박,제주특별자치도 서귀포시 성산읍 신양로 122번길 10-8,33.44458 ,126.90950 
자고가 게스트하우스,민박,제주특별자치도 서귀포시 성산읍 신양로 122번길 29,33.43552 ,126.92079 
바람빛깔,민박,제주특별자치도 서귀포시 성산읍 신양로 56-3,33.43525 ,126.91604 
제주봉봉,민박,제주특별자치도 서귀포시 성산읍 신양로 61,33.43593 ,126.91638 
라메종베니,민박,제주특별자치도 서귀포시 성산읍 신양로122번길 10-6,33.43559 ,126.92184 
바닷가 민박,민박,제주특별자치도 서귀포시 성산읍 신양로122번길 23,33.43545 ,126.92115 
섭지코지 하우스,민박,제주특별자치도 서귀포시 성산읍 신양로122번길 24,33.43583 ,126.92123 
신양비치민박,민박,제주특별자치도 서귀포시 성산읍 신양로122번길 26,33.43579 ,126.92085 
낯선하루,민박,제주특별자치도 서귀포시 성산읍 신양로122번길 30-8,33.43624 ,126.92086 
아스테리,민박,제주특별자치도 서귀포시 성산읍 신양로122번길 45-3,33.43553 ,126.91915 
신양하와이비치,민박,제주특별자치도 서귀포시 성산읍 신양로122번길 57,33.43518 ,126.91763 
탐모라센터,민박,제주특별자치도 서귀포시 성산읍 신천동로 176,33.35261 ,126.86060 
여여민박,민박,제주특별자치도 서귀포시 성산읍 신천동로 227-5,33.35546 ,126.85706 
비욘드게스트하우스,민박,제주특별자치도 서귀포시 성산읍 신천동로 24-30,33.34508 ,126.85417 
가인게스트하우스,민박,제주특별자치도 서귀포시 성산읍 신천동로38번길 20,33.34428 ,126.85410 
귤익는 마을,민박,제주특별자치도 서귀포시 성산읍 신천서로 11,33.34410 ,126.85017 
벽화마을민박,민박,제주특별자치도 서귀포시 성산읍 신천서로 19,33.34323 ,126.85061 
포지타노인제주,민박,제주특별자치도 서귀포시 성산읍 신천서로 27-5,33.34302 ,126.85116 
별이빛나는밤게스트하우스,민박,제주특별자치도 서귀포시 성산읍 신천서로 85-3,33.34015 ,126.85505 
숨비아일랜드,민박,제주특별자치도 서귀포시 성산읍 신천서로 91,33.33916 ,126.85552 
화이트하우스,민박,제주특별자치도 서귀포시 성산읍 신천서로50번길 22-56,33.34196 ,126.84875 
제주 와싱톤,민박,제주특별자치도 서귀포시 성산읍 신천서로50번길 22-56,33.34196 ,126.84875 
오병이어,민박,제주특별자치도 서귀포시 성산읍 신천서로50번길 8-2,33.34067 ,126.85151 
기와 집,민박,제주특별자치도 서귀포시 성산읍 신풍하동로 13,33.36190 ,126.83791 
라움,민박,제주특별자치도 서귀포시 성산읍 오조로 120,33.46442 ,126.91426 
오조숙녀sea,민박,제주특별자치도 서귀포시 성산읍 오조로 122,33.46457 ,126.91418 
빈필드,민박,제주특별자치도 서귀포시 성산읍 오조로 129,33.45794 ,126.89030 
메종드오조락,민박,제주특별자치도 서귀포시 성산읍 오조로 140,33.46972 ,126.92233 
제주다모르,민박,제주특별자치도 서귀포시 성산읍 오조로 149-33,33.46452 ,126.91104 
제주다모르영,민박,제주특별자치도 서귀포시 성산읍 오조로 149-33,33.46452 ,126.91104 
오조리bnb,민박,제주특별자치도 서귀포시 성산읍 오조로 42,33.45797 ,126.91603 
우붓,민박,제주특별자치도 서귀포시 성산읍 오조로 61번길 3-9,33.45948 ,126.91486 
나를비추다,민박,제주특별자치도 서귀포시 성산읍 오조로 75-5,33.46945 ,126.92184 
테이블 오조 & 스테이 오조,민박,제주특별자치도 서귀포시 성산읍 오조로 75-6,33.46064 ,126.91496 
두근두근하우스in성산,민박,제주특별자치도 서귀포시 성산읍 오조로 86,33.46169 ,126.91526 
오조홍무생할망네,민박,제주특별자치도 서귀포시 성산읍 오조로 88,33.46187 ,126.91529 
해녀신춘자할망네,민박,제주특별자치도 서귀포시 성산읍 오조로 92,33.46204 ,126.91497 
아이니하우스,민박,제주특별자치도 서귀포시 성산읍 오조로41번길 30-1,33.45913 ,126.91266 
지리쌤,민박,제주특별자치도 서귀포시 성산읍 오조로70번길 26,33.46140 ,126.91703 
슬로우트립민박,민박,제주특별자치도 서귀포시 성산읍 오조로85번길 4,33.46156 ,126.91469 
게스트민박,민박,제주특별자치도 서귀포시 성산읍 온평관전로 53,33.41126 ,126.90412 
어느멋진날민박,민박,제주특별자치도 서귀포시 성산읍 온평동로 37,33.40465 ,126.90011 
다랑쉬민박,민박,제주특별자치도 서귀포시 성산읍 온평동로 81-14,33.40777 ,126.90338 
성산별장,민박,제주특별자치도 서귀포시 성산읍 온평동로 83,33.40690 ,126.90392 
아주좋은날,민박,제주특별자치도 서귀포시 성산읍 온평상하로 85,33.40431 ,126.90275 
에그빌리지,민박,제주특별자치도 서귀포시 성산읍 온평상하로15번길 11-5,33.41078 ,126.90127 
할망네민박,민박,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-9,33.40934 ,126.90114 
올레프렌즈게스트하우스,민박,제주특별자치도 서귀포시 성산읍 온평상하로37번길 8,33.40837 ,126.90177 
자스민민박,민박,제주특별자치도 서귀포시 성산읍 온평상하로85,33.40431 ,126.90275 
On28-fullhouse,민박,제주특별자치도 서귀포시 성산읍 온평서로 28-10,33.41102 ,126.89775 
쉬담,민박,제주특별자치도 서귀포시 성산읍 온평서로 28-11,33.41121 ,126.89758 
더썸플러스온평,민박,제주특별자치도 서귀포시 성산읍 온평서로 28-4,33.40976 ,126.89011 
SUHARI839,민박,제주특별자치도 서귀포시 성산읍 온평애향로 21,33.40775 ,126.89991 
데일리,민박,제주특별자치도 서귀포시 성산읍 온평애향로 67-1,33.40582 ,126.90402 
달휴,민박,제주특별자치도 서귀포시 성산읍 온평애향로23번길 25,33.40938 ,126.89901 
제이제이,민박,제주특별자치도 서귀포시 성산읍 온평포구로 16,33.40263 ,126.89759 
제이앤제이,민박,제주특별자치도 서귀포시 성산읍 온평포구로 18,33.40265 ,126.89784 
온평가,민박,제주특별자치도 서귀포시 성산읍 온평포구로 20,33.40255 ,126.89808 
일다정,민박,제주특별자치도 서귀포시 성산읍 온평포구로 62번길 28,33.39521 ,126.89235 
올레민박,민박,제주특별자치도 서귀포시 성산읍 온평포구로 63,33.40253 ,126.90258 
샬롬민박,민박,제주특별자치도 서귀포시 성산읍 온평포구로62번길 22-1,33.40051 ,126.90293 
꽃하루방,민박,제주특별자치도 서귀포시 성산읍 온평포구로62번길 24,33.40034 ,126.90283 
돌담스테이,민박,제주특별자치도 서귀포시 성산읍 온평포구로62번길 24,33.40034 ,126.90283 
머문공간,민박,제주특별자치도 서귀포시 성산읍 온평포구로62번길 24,33.40034 ,126.90283 
일다랑,민박,제주특별자치도 서귀포시 성산읍 온평포구로62번길 28,33.39521 ,126.89235 
제주에살다,민박,제주특별자치도 서귀포시 성산읍 온평포구로62번길 37,33.39963 ,126.90407 
반디하우스,민박,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 51-51,33.45620 ,126.90997 
바랑바르,민박,제주특별자치도 서귀포시 성산읍 일주동로 4340,33.44161 ,126.91107 
제주도게스트하우스파티성산유쾌한환이네,민박,제주특별자치도 서귀포시 성산읍 일주동로 4675,33.41274 ,126.89999 
덕다이브게스트하우스,민박,제주특별자치도 서귀포시 성산읍 일주동로 5070,33.38404 ,126.87799 
바코,민박,제주특별자치도 서귀포시 성산읍 일주동로 5153,33.37710 ,126.87432 
바담하우스,민박,제주특별자치도 서귀포시 성산읍 일주동로 5177-20,33.37408 ,126.87346 
레드피아노,민박,제주특별자치도 서귀포시 성산읍 일주동로 5185,33.37458 ,126.87236 
터닝포인트제주,민박,제주특별자치도 서귀포시 성산읍 일주동로 5199-11,33.37301 ,126.87261 
터닝포인트,민박,제주특별자치도 서귀포시 성산읍 일주동로 5199-13,33.37295 ,126.87241 
오챠드삼달,민박,제주특별자치도 서귀포시 성산읍 일주동로 5290,33.36676 ,126.86663 
그루나무,민박,제주특별자치도 서귀포시 성산읍 일주동로 5296-32,33.36639 ,126.86355 
신풍민박,민박,제주특별자치도 서귀포시 성산읍 일주동로 5296-39,33.36576 ,126.86289 
브라보라운지펍게스트하우스,민박,제주특별자치도 서귀포시 성산읍 일주동로 5331,33.36293 ,126.86577 
마이 하프타임,민박,제주특별자치도 서귀포시 성산읍 일주동로 5358,33.36098 ,126.86430 
하프타임,민박,제주특별자치도 서귀포시 성산읍 일주동로 5360,33.36081 ,126.86411 
도담도담,민박,제주특별자치도 서귀포시 성산읍 일주동로 5363-75,33.36456 ,126.86731 
제주도성산게스트하우스파티8pm,민박,제주특별자치도 서귀포시 성산읍 일주동로 5379,33.35885 ,126.86443 
185,민박,제주특별자치도 서귀포시 성산읍 일주동로 5428-40,33.35727 ,126.85981 
고망난 돌 민박,민박,제주특별자치도 서귀포시 성산읍 일주동로 5464,33.35311 ,126.85790 
아뜰리에,민박,제주특별자치도 서귀포시 성산읍 일주동로 5616,33.34327 ,126.84712 
써니하우스,민박,제주특별자치도 서귀포시 성산읍 일주동로4098번길 92-53,33.46652 ,126.90397 
성산파라다이스힐,민박,제주특별자치도 서귀포시 성산읍 일주동로4120번길 103,33.45561 ,126.90248 
태양의집 게스트하우스,민박,제주특별자치도 서귀포시 성산읍 일출로 217-2,33.45972 ,126.92929 
일출로민박,민박,제주특별자치도 서귀포시 성산읍 일출로 240,33.46038 ,126.93161 
성산플로우,민박,제주특별자치도 서귀포시 성산읍 일출로 242-1,33.46048 ,126.93180 
해놀이,민박,제주특별자치도 서귀포시 성산읍 일출로 246,33.46058 ,126.93223 
전망 좋은 집,민박,제주특별자치도 서귀포시 성산읍 일출로 248,33.46066 ,126.93253 
고향민박,민박,제주특별자치도 서귀포시 성산읍 일출로 255번길 11,33.46221 ,126.93313 
제주도파티오라방게스트하우스,민박,제주특별자치도 서귀포시 성산읍 일출로 261,33.46137 ,126.93353 
성산산티아고게스트하우스,민박,제주특별자치도 서귀포시 성산읍 일출로 268,33.46158 ,126.93419 
구구봉게스트하우스,민박,제주특별자치도 서귀포시 성산읍 일출로 270-3,33.46177 ,126.93450 
성산일출봉펜션,민박,제주특별자치도 서귀포시 성산읍 일출로 271,33.46200 ,126.93407 
일출다담펜션,민박,제주특별자치도 서귀포시 성산읍 일출로 272,33.46204 ,126.93448 
청산민박,민박,제주특별자치도 서귀포시 성산읍 일출로 277-14,33.46291 ,126.93433 
일출민박,민박,제주특별자치도 서귀포시 성산읍 일출로 277-16,33.46269 ,126.93441 
볕들이,민박,제주특별자치도 서귀포시 성산읍 일출로 284-4,33.46271 ,126.93519 
제주도성산도밍고파티게스트하우스,민박,제주특별자치도 서귀포시 성산읍 일출로 288번길 19,33.46488 ,126.93588 
호랑호랑,민박,제주특별자치도 서귀포시 성산읍 일출로 86,33.45003 ,126.92155 
소라민박,민박,제주특별자치도 서귀포시 성산읍 일출로255번길 3,33.46138 ,126.93305 
해든,민박,제주특별자치도 서귀포시 성산읍 일출로255번길 4,33.46141 ,126.93327 
또라펜션,민박,제주특별자치도 서귀포시 성산읍 일출로288번길 21,33.46507 ,126.93589 
용궁민박,민박,제주특별자치도 서귀포시 성산읍 일출로288번길 2-1,33.46320 ,126.93562 
물고기나무,민박,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,33.37895 ,126.84081 
로타리 민박,민박,제주특별자치도 서귀포시 성산읍 중산간동로 4210,33.37836 ,126.84118 
마리아주,민박,제주특별자치도 서귀포시 성산읍 풍천로 142,33.35470 ,126.84053 
두두리,민박,제주특별자치도 서귀포시 성산읍 풍천로 233,33.36159 ,126.83570 
초 민박,민박,제주특별자치도 서귀포시 성산읍 풍천로 27번길 33-3,33.34586 ,126.84925 
허니비,민박,제주특별자치도 서귀포시 성산읍 풍천로 98,33.35237 ,126.84413 
돌창고,민박,제주특별자치도 서귀포시 성산읍 풍천로273번길 82,33.36384 ,126.82833 
어게인성산,민박,제주특별자치도 서귀포시 성산읍 한도로 116,33.46852 ,126.92037 
해돋는 마을,민박,제주특별자치도 서귀포시 성산읍 한도로 116-1,33.46818 ,126.92036 
해와바다,민박,제주특별자치도 서귀포시 성산읍 한도로 117,33.46899 ,126.92054 
썬시티게스트하우스,민박,제주특별자치도 서귀포시 성산읍 한도로 120,33.46855 ,126.92072 
해뜨는 집,민박,제주특별자치도 서귀포시 성산읍 한도로 137,33.46910 ,126.92258 
오조해녀의집,민박,제주특별자치도 서귀포시 성산읍 한도로 141-13,33.46981 ,126.92233 
푸르미르,민박,제주특별자치도 서귀포시 성산읍 한도로 207,33.46824 ,126.92988 
농장민박,민박,제주특별자치도 서귀포시 성산읍 한도로 21,33.46636 ,126.91067 
해비치게스트하우스,민박,제주특별자치도 서귀포시 성산읍 한도로 213,33.46792 ,126.93067 
여유펜션,민박,제주특별자치도 서귀포시 성산읍 한도로 23,33.46649 ,126.91096 
나라민박,민박,제주특별자치도 서귀포시 성산읍 한도로 230,33.46699 ,126.93198 
푸른 제주,민박,제주특별자치도 서귀포시 성산읍 한도로 256,33.46590 ,126.93455 
롱아일랜드,민박,제주특별자치도 서귀포시 성산읍 한도로 257,33.46604 ,126.93496 
해돋이 민박,민박,제주특별자치도 서귀포시 성산읍 한도로 266,33.46545 ,126.93560 
해뜨는 성,민박,제주특별자치도 서귀포시 성산읍 한도로 269,33.46570 ,126.93605 
게스트하우스에버,민박,제주특별자치도 서귀포시 성산읍 한도로 67,33.46828 ,126.91541 
오조리337,민박,제주특별자치도 서귀포시 성산읍 한도로 90,33.46846 ,126.91745 
초롱민박,민박,제주특별자치도 서귀포시 성산읍 한도로242번길 10-19,33.46713 ,126.93144 
해맞이민박,민박,제주특별자치도 서귀포시 성산읍 한도로242번길 10-9,33.46626 ,126.93222 
성산핫플게스트하우스,민박,제주특별자치도 서귀포시 성산읍 한도로242번길 8,33.46603 ,126.93286 
아침노을펜션,민박,제주특별자치도 서귀포시 성산읍 한도로255번길 14-1,33.46672 ,126.93509 
성산 우리집,민박,제주특별자치도 서귀포시 성산읍 한도로255번길 9,33.46700 ,126.93447 
마주보기,민박,제주특별자치도 서귀포시 성산읍 해맞이해안로 2609,33.47829 ,126.90934 
오채플러스,민박,제주특별자치도 서귀포시 성산읍 해맞이해안로 2615,33.47805 ,126.90955 
펜션오-채,민박,제주특별자치도 서귀포시 성산읍 해맞이해안로 2615,33.47805 ,126.90955 
인더오조,민박,제주특별자치도 서귀포시 성산읍 해맞이해안로 2768,33.46920 ,126.92028 
별을담다,민박,제주특별자치도 서귀포시 성산읍 혼인지로 30,33.41517 ,126.89386 
자연민박,민박,제주특별자치도 서귀포시 성산읍 혼인지로37번길 33-7,33.41312 ,126.89294 
꽃청춘게스트하우스,민박,제주특별자치도 서귀포시 성산읍 환해장성로 105-5,33.38111 ,126.88042 
감성스테이 유키,민박,제주특별자치도 서귀포시 성산읍 환해장성로 117,33.38244 ,126.87996 
여촌,민박,제주특별자치도 서귀포시 성산읍 환해장성로 233-14,33.38884 ,126.88967 
일해펜션2동,민박,제주특별자치도 서귀포시 성산읍 환해장성로 233-22,33.38892 ,126.88865 
일해펜션1동,민박,제주특별자치도 서귀포시 성산읍 환해장성로 233-22,33.38892 ,126.88865 
온평민박,민박,제주특별자치도 서귀포시 성산읍 환해장성로 437,33.39636 ,126.90578 
우수민박,민박,제주특별자치도 서귀포시 성산읍 환해장성로 437,33.39636 ,126.90578 
헬로 1204,민박,제주특별자치도 서귀포시 성산읍 환해장성로 437,33.39636 ,126.90578 
바다마중,민박,제주특별자치도 서귀포시 성산읍 환해장성로 439,33.39669 ,126.90587 
마중,민박,제주특별자치도 서귀포시 성산읍 환해장성로 439,33.39669 ,126.90587 
데이스테이,민박,제주특별자치도 서귀포시 성산읍 환해장성로 441,33.39689 ,126.90602 
쉐프 1192,민박,제주특별자치도 서귀포시 성산읍 환해장성로 465,33.39859 ,126.90519 
갯그시,민박,제주특별자치도 서귀포시 성산읍 환해장성로 469,33.39895 ,126.90465 
포구 민박,민박,제주특별자치도 서귀포시 성산읍 환해장성로 497,33.40097 ,126.90308 
해모랏,민박,제주특별자치도 서귀포시 성산읍 환해장성로 803,33.42355 ,126.91351 
제주도성산파티365게스트하우스,민박,제주특별자치도 서귀포시 성산읍 환해장성로 923,33.43349 ,126.91563 
비앤썬,민박,제주특별자치도 서귀포시 성산읍 환해장성로 929-7,33.43412 ,126.91495 
일출바다소리,민박,제주특별자치도 서귀포시 성산읍 환해장성로 93,33.38070 ,126.88084 
빌라배알로,민박,제주특별자치도 서귀포시 성산읍 환해장성로 941,33.43498 ,126.91632 
와사비캠프,민박,제주특별자치도 서귀포시 성산읍 환해장성로111번길 20,33.38211 ,126.87845 
착한민박,민박,제주특별자치도 서귀포시 성산읍 환해장성로111번길 20,33.38211 ,126.87845 
일출언덕신산게스트하우스,민박,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21,33.38429 ,126.87994 
